ATM_LI162221.PV¿07-Dec-2011 22:21:46.078¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿08-Dec-2011 06:21:48.078¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿08-Dec-2011 14:21:49.093¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿08-Dec-2011 22:21:51.109¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿09-Dec-2011 06:21:53.109¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿09-Dec-2011 14:21:54.125¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿09-Dec-2011 22:21:56.125¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿10-Dec-2011 06:21:57.125¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿10-Dec-2011 14:21:59.13999¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿10-Dec-2011 22:22:01.156¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿11-Dec-2011 06:22:02.171¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿11-Dec-2011 14:22:04.18701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿11-Dec-2011 22:22:06.18701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿12-Dec-2011 06:22:08.18701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿12-Dec-2011 14:22:09.18701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿12-Dec-2011 22:22:11.18701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿13-Dec-2011 06:22:13.18701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿13-Dec-2011 14:22:15.203¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿13-Dec-2011 22:22:16.218¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿14-Dec-2011 06:22:18.234¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿14-Dec-2011 14:22:20.234¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿14-Dec-2011 22:22:21.25¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿15-Dec-2011 06:22:23.26499¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿15-Dec-2011 14:22:25.26501¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿15-Dec-2011 22:22:27.26499¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿16-Dec-2011 06:22:28.281¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿16-Dec-2011 14:22:30.281¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿16-Dec-2011 22:22:32.296¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿17-Dec-2011 06:22:33.296¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿17-Dec-2011 14:22:35.296¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿17-Dec-2011 22:22:37.31201¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿18-Dec-2011 06:22:38.328¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿18-Dec-2011 14:22:40.328¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿18-Dec-2011 22:22:42.359¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿19-Dec-2011 06:22:43.359¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿19-Dec-2011 14:22:45.375¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿19-Dec-2011 22:22:47.38999¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿20-Dec-2011 06:22:49.39001¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿20-Dec-2011 14:22:51.406¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿20-Dec-2011 22:22:52.406¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿21-Dec-2011 06:22:54.421¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿21-Dec-2011 14:22:56.43701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿21-Dec-2011 22:22:57.453¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿22-Dec-2011 06:22:59.468¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿22-Dec-2011 14:23:01.484¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿22-Dec-2011 22:23:03.5¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿23-Dec-2011 06:23:04.51499¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿23-Dec-2011 14:23:06.546¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿23-Dec-2011 22:23:08.56201¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿24-Dec-2011 06:23:09.578¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿24-Dec-2011 14:23:11.578¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿24-Dec-2011 22:23:13.609¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿25-Dec-2011 06:23:14.609¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿25-Dec-2011 14:23:16.609¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿25-Dec-2011 22:23:17.625¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿26-Dec-2011 06:23:20.64001¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿26-Dec-2011 14:23:20.656¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿26-Dec-2011 22:23:22.656¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿27-Dec-2011 06:23:24.671¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿27-Dec-2011 14:23:26.68701¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿27-Dec-2011 22:23:27.718¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿28-Dec-2011 06:23:30.734¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿28-Dec-2011 14:23:31.75¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿28-Dec-2011 22:23:32.75¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿29-Dec-2011 06:23:35.76501¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿29-Dec-2011 14:23:36.781¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿29-Dec-2011 22:23:37.781¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿30-Dec-2011 06:23:40.796¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿30-Dec-2011 14:23:41.828¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿30-Dec-2011 22:23:43.828¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿31-Dec-2011 06:23:45.828¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿31-Dec-2011 14:23:46.859¿0¿1¿0¿True¿False¿False¿
ATM_LI162221.PV¿31-Dec-2011 22:23:48.859¿0¿1¿0¿True¿False¿False¿
